query,rank,video_id,title,score
What is deep reinforcement learning?,3,DKyzcbNr8WE,John Hopfield: Physics View of the Mind and Neurobiology | Lex Fridman Podcast 76,0.4169154465198517
What is deep reinforcement learning?,4,xoVibFYi1Gs,Language or Vision - What&39;s Harder? (Ilya Sutskever) | AI Podcast Clips,0.40905386209487915
What is deep reinforcement learning?,5,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.4087209105491638
What are RL environments?,1,k8Zomsf3uBI,You Are Your Own Existence Proof (Karl Friston) | AI Podcast Clips with Lex Fridman,0.2218109518289566
What are RL environments?,2,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.2215641289949417
What are RL environments?,3,pwN8u6HFH8U,"Paul Rosolie: Jungle, Apex Predators, Aliens, Uncontacted Tribes, and God | Lex Fridman Podcast 429",0.22112955152988434
What are RL environments?,4,-HzgcbRXUK8,"Demis Hassabis: Future of AI, Simulating Reality, Physics and Video Games | Lex Fridman Podcast 475",0.21631279587745667
What are RL environments?,5,YDjOS0VHEr4,Neil Gershenfeld: Self-Replicating Robots and the Future of Fabrication | Lex Fridman Podcast 380,0.21475812792778015
What is policy gradient?,1,kxi-_TT_-Nc,Sergey Levine: Robotics and Machine Learning | Lex Fridman Podcast 108,0.30588340759277344
What is policy gradient?,2,k8Zomsf3uBI,You Are Your Own Existence Proof (Karl Friston) | AI Podcast Clips with Lex Fridman,0.3020898103713989
What is policy gradient?,3,DKyzcbNr8WE,John Hopfield: Physics View of the Mind and Neurobiology | Lex Fridman Podcast 76,0.30118680000305176
What is policy gradient?,4,_1f-o0nqpEI,"DeepSeek, China, OpenAI, NVIDIA, xAI, TSMC, Stargate, and AI Megaclusters | Lex Fridman Podcast 459",0.2647530436515808
What is policy gradient?,5,xoVibFYi1Gs,Language or Vision - What&39;s Harder? (Ilya Sutskever) | AI Podcast Clips,0.26094627380371094
How do robots learn from data?,1,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.42449209094047546
How do robots learn from data?,2,1k37OcjH7BM,Andrew Ng: Advice on Getting Started in Deep Learning | AI Podcast Clips,0.4110637903213501
How do robots learn from data?,3,ZFntEFXKDHM,"Kate Darling: Social Robots, Ethics, Privacy and the Future of MIT | Lex Fridman Podcast 329",0.3961065411567688
How do robots learn from data?,4,EV7WhVT270Q,"State of AI in 2026: LLMs, Coding, Scaling Laws, China, Agents, GPUs, AGI | Lex Fridman Podcast 490",0.3909878134727478
How do robots learn from data?,5,YFjfBk8HI5o,OpenClaw: The Viral AI Agent that Broke the Internet - Peter Steinberger | Lex Fridman Podcast 491,0.39040035009384155
What is robot learning?,1,1k37OcjH7BM,Andrew Ng: Advice on Getting Started in Deep Learning | AI Podcast Clips,0.4587574601173401
What is robot learning?,2,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.4521961212158203
What is robot learning?,3,EV7WhVT270Q,"State of AI in 2026: LLMs, Coding, Scaling Laws, China, Agents, GPUs, AGI | Lex Fridman Podcast 490",0.4442558288574219
What is robot learning?,4,ABbDB6xri8o,Tesla AI Day Highlights | Lex Fridman,0.43573203682899475
What is robot learning?,5,P6prRXkI5HM,Dmitri Dolgov: Waymo and the Future of Self-Driving Cars | Lex Fridman Podcast 147,0.4292643666267395
How do autonomous robots work?,1,P6prRXkI5HM,Dmitri Dolgov: Waymo and the Future of Self-Driving Cars | Lex Fridman Podcast 147,0.44027918577194214
How do autonomous robots work?,2,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.39047959446907043
How do autonomous robots work?,3,ABbDB6xri8o,Tesla AI Day Highlights | Lex Fridman,0.38999485969543457
How do autonomous robots work?,4,YFjfBk8HI5o,OpenClaw: The Viral AI Agent that Broke the Internet - Peter Steinberger | Lex Fridman Podcast 491,0.3582291007041931
How do autonomous robots work?,5,A22Ej6kb2wo,"Russ Tedrake: Underactuated Robotics, Control, Dynamics and Touch | Lex Fridman Podcast 114",0.3552776277065277
What are humanoid robots?,1,ZFntEFXKDHM,"Kate Darling: Social Robots, Ethics, Privacy and the Future of MIT | Lex Fridman Podcast 329",0.3791738748550415
What are humanoid robots?,2,YFjfBk8HI5o,OpenClaw: The Viral AI Agent that Broke the Internet - Peter Steinberger | Lex Fridman Podcast 491,0.3241479992866516
What are humanoid robots?,3,5VnbBCm_ZyQ,Marc Raibert: Boston Dynamics and the Future of Robotics | Lex Fridman Podcast 412,0.3031030297279358
What are humanoid robots?,4,YDjOS0VHEr4,Neil Gershenfeld: Self-Replicating Robots and the Future of Fabrication | Lex Fridman Podcast 380,0.30123743414878845
What are humanoid robots?,5,A22Ej6kb2wo,"Russ Tedrake: Underactuated Robotics, Control, Dynamics and Touch | Lex Fridman Podcast 114",0.2950938940048218
How does robot control work?,1,A22Ej6kb2wo,"Russ Tedrake: Underactuated Robotics, Control, Dynamics and Touch | Lex Fridman Podcast 114",0.43486320972442627
How does robot control work?,2,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.36426669359207153
How does robot control work?,3,YFjfBk8HI5o,OpenClaw: The Viral AI Agent that Broke the Internet - Peter Steinberger | Lex Fridman Podcast 491,0.353685587644577
How does robot control work?,4,YDjOS0VHEr4,Neil Gershenfeld: Self-Replicating Robots and the Future of Fabrication | Lex Fridman Podcast 380,0.3351832628250122
How does robot control work?,5,ZFntEFXKDHM,"Kate Darling: Social Robots, Ethics, Privacy and the Future of MIT | Lex Fridman Podcast 329",0.33034569025039673
What is robot perception?,1,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.4320424199104309
What is robot perception?,2,ZFntEFXKDHM,"Kate Darling: Social Robots, Ethics, Privacy and the Future of MIT | Lex Fridman Podcast 329",0.4208140969276428
What is robot perception?,3,ABbDB6xri8o,Tesla AI Day Highlights | Lex Fridman,0.3957493305206299
What is robot perception?,4,Qp0rCU49lMs,Michael Levin: Hidden Reality of Alien Intelligence &amp; Biological Life | Lex Fridman Podcast 486,0.37345123291015625
What is robot perception?,5,reYdQYZ9Rj4,Donald Hoffman: Reality is an Illusion - How Evolution Hid the Truth | Lex Fridman Podcast 293,0.36884933710098267
How do robots interact with humans?,1,ZFntEFXKDHM,"Kate Darling: Social Robots, Ethics, Privacy and the Future of MIT | Lex Fridman Podcast 329",0.464106947183609
How do robots interact with humans?,2,Qp0rCU49lMs,Michael Levin: Hidden Reality of Alien Intelligence &amp; Biological Life | Lex Fridman Podcast 486,0.38007429242134094
How do robots interact with humans?,3,YFjfBk8HI5o,OpenClaw: The Viral AI Agent that Broke the Internet - Peter Steinberger | Lex Fridman Podcast 491,0.36259955167770386
How do robots interact with humans?,4,nre0QT9LN6w,Rodney Brooks: Robotics | Lex Fridman Podcast 217,0.35955050587654114
How do robots interact with humans?,5,A22Ej6kb2wo,"Russ Tedrake: Underactuated Robotics, Control, Dynamics and Touch | Lex Fridman Podcast 114",0.3530150055885315
What are challenges in robotics?,1,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.42224666476249695
What are challenges in robotics?,2,ABbDB6xri8o,Tesla AI Day Highlights | Lex Fridman,0.42103391885757446
What are challenges in robotics?,3,P6prRXkI5HM,Dmitri Dolgov: Waymo and the Future of Self-Driving Cars | Lex Fridman Podcast 147,0.40882790088653564
What are challenges in robotics?,4,5VnbBCm_ZyQ,Marc Raibert: Boston Dynamics and the Future of Robotics | Lex Fridman Podcast 412,0.3740358352661133
What are challenges in robotics?,5,A22Ej6kb2wo,"Russ Tedrake: Underactuated Robotics, Control, Dynamics and Touch | Lex Fridman Podcast 114",0.3662768602371216
What is reinforcement learning in robotics?,1,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.40850430727005005
What is reinforcement learning in robotics?,2,ABbDB6xri8o,Tesla AI Day Highlights | Lex Fridman,0.38882243633270264
What is reinforcement learning in robotics?,3,kxi-_TT_-Nc,Sergey Levine: Robotics and Machine Learning | Lex Fridman Podcast 108,0.3862757086753845
What is reinforcement learning in robotics?,4,EV7WhVT270Q,"State of AI in 2026: LLMs, Coding, Scaling Laws, China, Agents, GPUs, AGI | Lex Fridman Podcast 490",0.3857533633708954
What is reinforcement learning in robotics?,5,xoVibFYi1Gs,Language or Vision - What&39;s Harder? (Ilya Sutskever) | AI Podcast Clips,0.38412779569625854
How do robots navigate environments?,1,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.45277607440948486
How do robots navigate environments?,2,ZFntEFXKDHM,"Kate Darling: Social Robots, Ethics, Privacy and the Future of MIT | Lex Fridman Podcast 329",0.33781808614730835
How do robots navigate environments?,3,P6prRXkI5HM,Dmitri Dolgov: Waymo and the Future of Self-Driving Cars | Lex Fridman Podcast 147,0.33599406480789185
How do robots navigate environments?,4,YFjfBk8HI5o,OpenClaw: The Viral AI Agent that Broke the Internet - Peter Steinberger | Lex Fridman Podcast 491,0.3254888653755188
How do robots navigate environments?,5,A22Ej6kb2wo,"Russ Tedrake: Underactuated Robotics, Control, Dynamics and Touch | Lex Fridman Podcast 114",0.2878718376159668
What is the best programming language for AI?,1,uTxRF5ag27A,Bjarne Stroustrup: C++ | Lex Fridman Podcast 48,0.5610092878341675
What is the best programming language for AI?,2,EV7WhVT270Q,"State of AI in 2026: LLMs, Coding, Scaling Laws, China, Agents, GPUs, AGI | Lex Fridman Podcast 490",0.4927036464214325
What is the best programming language for AI?,3,IT__Nrr3PNI,"James Gosling: Java, JVM, Emacs, and the Early Days of Computing | Lex Fridman Podcast 126",0.47394293546676636
What is the best programming language for AI?,4,oFfVt3S51T4,Cursor Team: Future of Programming with AI | Lex Fridman Podcast 447,0.44031569361686707
What is the best programming language for AI?,5,U5OD8MjYnOM,"Wojciech Zaremba: OpenAI Codex, GPT-3, Robotics, and the Future of AI | Lex Fridman Podcast 215",0.4015848636627197
How do compilers work?,1,uTxRF5ag27A,Bjarne Stroustrup: C++ | Lex Fridman Podcast 48,0.32463687658309937
How do compilers work?,2,tNZnLkRBYA8,"ThePrimeagen: Programming, AI, ADHD, Productivity, Addiction, and God | Lex Fridman Podcast 461",0.2944493293762207
How do compilers work?,3,EE1R8FYUJm0,"Donald Knuth: Programming, Algorithms, Hard Problems &amp; the Game of Life | Lex Fridman Podcast 219",0.29411759972572327
How do compilers work?,4,oFfVt3S51T4,Cursor Team: Future of Programming with AI | Lex Fridman Podcast 447,0.29111945629119873
How do compilers work?,5,-HzgcbRXUK8,"Demis Hassabis: Future of AI, Simulating Reality, Physics and Video Games | Lex Fridman Podcast 475",0.27591946721076965
What is low level programming?,1,tNZnLkRBYA8,"ThePrimeagen: Programming, AI, ADHD, Productivity, Addiction, and God | Lex Fridman Podcast 461",0.42758113145828247
What is low level programming?,2,IT__Nrr3PNI,"James Gosling: Java, JVM, Emacs, and the Early Days of Computing | Lex Fridman Podcast 126",0.3399527370929718
What is low level programming?,3,EE1R8FYUJm0,"Donald Knuth: Programming, Algorithms, Hard Problems &amp; the Game of Life | Lex Fridman Podcast 219",0.3353959321975708
What is low level programming?,4,gFEE3w7F0ww,"Travis Oliphant: NumPy, SciPy, Anaconda, Python &amp; Scientific Programming | Lex Fridman Podcast 224",0.3259935975074768
What is low level programming?,5,uTxRF5ag27A,Bjarne Stroustrup: C++ | Lex Fridman Podcast 48,0.31508302688598633
What is systems programming?,1,PdE-waSx-d8,"Stephen Wolfram: ChatGPT and the Nature of Truth, Reality &amp; Computation | Lex Fridman Podcast 376",0.4019053876399994
What is systems programming?,2,tNZnLkRBYA8,"ThePrimeagen: Programming, AI, ADHD, Productivity, Addiction, and God | Lex Fridman Podcast 461",0.3951237201690674
What is systems programming?,3,IT__Nrr3PNI,"James Gosling: Java, JVM, Emacs, and the Early Days of Computing | Lex Fridman Podcast 126",0.37729936838150024
What is systems programming?,4,HsLgZzgpz9Y,"Dave Plummer: Programming, Autism, and Old-School Microsoft Stories | Lex Fridman Podcast 479",0.3610241711139679
What is systems programming?,5,EE1R8FYUJm0,"Donald Knuth: Programming, Algorithms, Hard Problems &amp; the Game of Life | Lex Fridman Podcast 219",0.3449949026107788
What is memory management in programming?,1,4iuepdI3wCU,"Charan Ranganath: Human Memory, Imagination, Deja Vu, and False Memories | Lex Fridman Podcast 430",0.37473779916763306
What is memory management in programming?,2,tNZnLkRBYA8,"ThePrimeagen: Programming, AI, ADHD, Productivity, Addiction, and God | Lex Fridman Podcast 461",0.3698106110095978
What is memory management in programming?,3,IT__Nrr3PNI,"James Gosling: Java, JVM, Emacs, and the Early Days of Computing | Lex Fridman Podcast 126",0.32053515315055847
What is memory management in programming?,4,EE1R8FYUJm0,"Donald Knuth: Programming, Algorithms, Hard Problems &amp; the Game of Life | Lex Fridman Podcast 219",0.2934598922729492
What is memory management in programming?,5,oFfVt3S51T4,Cursor Team: Future of Programming with AI | Lex Fridman Podcast 447,0.28817233443260193
What are distributed systems?,1,6z1JwZbX4dQ,"Po-Shen Loh: Mathematics, Math Olympiad, Combinatorics &amp; Contact Tracing | Lex Fridman Podcast 183",0.2682810425758362
What are distributed systems?,2,Qp0rCU49lMs,Michael Levin: Hidden Reality of Alien Intelligence &amp; Biological Life | Lex Fridman Podcast 486,0.2661917805671692
What are distributed systems?,3,YDjOS0VHEr4,Neil Gershenfeld: Self-Replicating Robots and the Future of Fabrication | Lex Fridman Podcast 380,0.24369962513446808
What are distributed systems?,4,PdE-waSx-d8,"Stephen Wolfram: ChatGPT and the Nature of Truth, Reality &amp; Computation | Lex Fridman Podcast 376",0.240942120552063
What are distributed systems?,5,1YbcB6b4A2U,Bryan Johnson: Kernel Brain-Computer Interfaces | Lex Fridman Podcast 186,0.23889854550361633
What is parallel computing?,1,IT__Nrr3PNI,"James Gosling: Java, JVM, Emacs, and the Early Days of Computing | Lex Fridman Podcast 126",0.463760107755661
What is parallel computing?,2,fjIhFzTUB9I,"Bjarne Stroustrup: Deep Learning, Software 2.0, and Fuzzy Programming",0.3333244323730469
What is parallel computing?,3,_1f-o0nqpEI,"DeepSeek, China, OpenAI, NVIDIA, xAI, TSMC, Stargate, and AI Megaclusters | Lex Fridman Podcast 459",0.29255926609039307
What is parallel computing?,4,cdiD-9MMpb0,"Andrej Karpathy: Tesla AI, Self-Driving, Optimus, Aliens, and AGI | Lex Fridman Podcast 333",0.28713259100914
What is parallel computing?,5,M95m2EFb7IQ,"Ray Dalio: Principles, the Economic Machine, AI &amp; the Arc of Life | Lex Fridman Podcast 54",0.28199416399002075
What is GPU computing?,1,-HzgcbRXUK8,"Demis Hassabis: Future of AI, Simulating Reality, Physics and Video Games | Lex Fridman Podcast 475",0.32724708318710327
What is GPU computing?,2,_1f-o0nqpEI,"DeepSeek, China, OpenAI, NVIDIA, xAI, TSMC, Stargate, and AI Megaclusters | Lex Fridman Podcast 459",0.31764674186706543
What is GPU computing?,3,fjIhFzTUB9I,"Bjarne Stroustrup: Deep Learning, Software 2.0, and Fuzzy Programming",0.2809726595878601
What is GPU computing?,4,gFEE3w7F0ww,"Travis Oliphant: NumPy, SciPy, Anaconda, Python &amp; Scientific Programming | Lex Fridman Podcast 224",0.2742934823036194
What is GPU computing?,5,IT__Nrr3PNI,"James Gosling: Java, JVM, Emacs, and the Early Days of Computing | Lex Fridman Podcast 126",0.2661428451538086
What is the role of Linux in programming?,1,tNZnLkRBYA8,"ThePrimeagen: Programming, AI, ADHD, Productivity, Addiction, and God | Lex Fridman Podcast 461",0.368036687374115
What is the role of Linux in programming?,2,oFfVt3S51T4,Cursor Team: Future of Programming with AI | Lex Fridman Podcast 447,0.3330502510070801
What is the role of Linux in programming?,3,IT__Nrr3PNI,"James Gosling: Java, JVM, Emacs, and the Early Days of Computing | Lex Fridman Podcast 126",0.31919151544570923
What is the role of Linux in programming?,4,PdE-waSx-d8,"Stephen Wolfram: ChatGPT and the Nature of Truth, Reality &amp; Computation | Lex Fridman Podcast 376",0.302660197019577
What is the role of Linux in programming?,5,gFEE3w7F0ww,"Travis Oliphant: NumPy, SciPy, Anaconda, Python &amp; Scientific Programming | Lex Fridman Podcast 224",0.2874656021595001
What is software engineering best practice?,1,oFfVt3S51T4,Cursor Team: Future of Programming with AI | Lex Fridman Podcast 447,0.30915966629981995
What is software engineering best practice?,2,tNZnLkRBYA8,"ThePrimeagen: Programming, AI, ADHD, Productivity, Addiction, and God | Lex Fridman Podcast 461",0.25753769278526306
What is software engineering best practice?,3,PdE-waSx-d8,"Stephen Wolfram: ChatGPT and the Nature of Truth, Reality &amp; Computation | Lex Fridman Podcast 376",0.2456880807876587
What is software engineering best practice?,4,X0-SXS6zdEQ,"Peter Wang: Python and the Source Code of Humans, Computers, and Reality | Lex Fridman Podcast 250",0.24103344976902008
What is software engineering best practice?,5,L-RuvUkcyJI,"Michael Mina: Rapid Testing, Viruses, and the Engineering Mindset | Lex Fridman Podcast 146",0.23389080166816711
What is consciousness?,1,BCdV6BMMpOo,"Philip Goff: Consciousness, Panpsychism, and the Philosophy of Mind | Lex Fridman Podcast 261",0.5413738489151001
What is consciousness?,2,Qp0rCU49lMs,Michael Levin: Hidden Reality of Alien Intelligence &amp; Biological Life | Lex Fridman Podcast 486,0.4158026874065399
What is consciousness?,3,1YbcB6b4A2U,Bryan Johnson: Kernel Brain-Computer Interfaces | Lex Fridman Podcast 186,0.3494521379470825
What is consciousness?,4,F0UjC6wfqmc,Sean Carroll: Perception vs Reality,0.3380911350250244
What is consciousness?,5,oYQh1ZNkC70,Brian Muraresku: The Secret History of Psychedelics | Lex Fridman Podcast 211,0.33070266246795654
Can machines think?,1,6CTJMx64Vbw,Elon Musk: Understanding the Human Brain at Neuralink,0.4651021957397461
Can machines think?,2,BCdV6BMMpOo,"Philip Goff: Consciousness, Panpsychism, and the Philosophy of Mind | Lex Fridman Podcast 261",0.44236767292022705
Can machines think?,3,ABbDB6xri8o,Tesla AI Day Highlights | Lex Fridman,0.4362766444683075
Can machines think?,4,1YbcB6b4A2U,Bryan Johnson: Kernel Brain-Computer Interfaces | Lex Fridman Podcast 186,0.425060510635376
Can machines think?,5,cdiD-9MMpb0,"Andrej Karpathy: Tesla AI, Self-Driving, Optimus, Aliens, and AGI | Lex Fridman Podcast 333",0.3902336657047272
What is the philosophy of artificial intelligence?,1,M95m2EFb7IQ,"Ray Dalio: Principles, the Economic Machine, AI &amp; the Arc of Life | Lex Fridman Podcast 54",0.5000758171081543
What is the philosophy of artificial intelligence?,2,3wMKoSRbGVs,Douglas Lenat: Cyc and the Quest to Solve Common Sense Reasoning in AI | Lex Fridman Podcast 221,0.48608455061912537
What is the philosophy of artificial intelligence?,3,ABbDB6xri8o,Tesla AI Day Highlights | Lex Fridman,0.4726017713546753
What is the philosophy of artificial intelligence?,4,cdiD-9MMpb0,"Andrej Karpathy: Tesla AI, Self-Driving, Optimus, Aliens, and AGI | Lex Fridman Podcast 333",0.46209517121315
What is the philosophy of artificial intelligence?,5,wMavKrA-4do,Manolis Kellis: Evolution of Human Civilization and Superintelligent AI | Lex Fridman Podcast 373,0.4586382806301117
What is the meaning of intelligence?,1,uTCc2-1tbBQ,Garry Nolan: UFOs and Aliens | Lex Fridman Podcast 262,0.43518880009651184
What is the meaning of intelligence?,2,hppbxV9C63g,"Richard Haier: IQ Tests, Human Intelligence, and Group Differences | Lex Fridman Podcast 302",0.39912766218185425
What is the meaning of intelligence?,3,3wMKoSRbGVs,Douglas Lenat: Cyc and the Quest to Solve Common Sense Reasoning in AI | Lex Fridman Podcast 221,0.3806677758693695
What is the meaning of intelligence?,4,NNr6gPelJ3E,Roman Yampolskiy: Dangers of Superintelligent AI | Lex Fridman Podcast 431,0.37275299429893494
What is the meaning of intelligence?,5,wMavKrA-4do,Manolis Kellis: Evolution of Human Civilization and Superintelligent AI | Lex Fridman Podcast 373,0.3617112338542938
What is the nature of human cognition?,1,Qp0rCU49lMs,Michael Levin: Hidden Reality of Alien Intelligence &amp; Biological Life | Lex Fridman Podcast 486,0.5287752151489258
What is the nature of human cognition?,2,F0UjC6wfqmc,Sean Carroll: Perception vs Reality,0.49279606342315674
What is the nature of human cognition?,3,6CTJMx64Vbw,Elon Musk: Understanding the Human Brain at Neuralink,0.4688588082790375
What is the nature of human cognition?,4,3wMKoSRbGVs,Douglas Lenat: Cyc and the Quest to Solve Common Sense Reasoning in AI | Lex Fridman Podcast 221,0.4342826008796692
What is the nature of human cognition?,5,BCdV6BMMpOo,"Philip Goff: Consciousness, Panpsychism, and the Philosophy of Mind | Lex Fridman Podcast 261",0.4155873954296112
What is the future of human civilization?,1,uZN5xjoS6TU,David Kipping: Alien Civilizations and Habitable Worlds | Lex Fridman Podcast 355,0.552202582359314
What is the future of human civilization?,2,ugvHCXCOmm4,"Dario Amodei: Anthropic CEO on Claude, AGI &amp; the Future of AI &amp; Humanity | Lex Fridman Podcast 452",0.5283505916595459
What is the future of human civilization?,3,UbOjufRmpq4,Advice for beginner programmers,0.4921509623527527
What is the future of human civilization?,4,yhZAXXI83-4,Adam Frank: Alien Civilizations and the Search for Extraterrestrial Life | Lex Fridman Podcast 455,0.4779614806175232
What is the future of human civilization?,5,NNr6gPelJ3E,Roman Yampolskiy: Dangers of Superintelligent AI | Lex Fridman Podcast 431,0.47455570101737976
What is the relationship between AI and humanity?,1,wMavKrA-4do,Manolis Kellis: Evolution of Human Civilization and Superintelligent AI | Lex Fridman Podcast 373,0.5685996413230896
What is the relationship between AI and humanity?,2,ZFntEFXKDHM,"Kate Darling: Social Robots, Ethics, Privacy and the Future of MIT | Lex Fridman Podcast 329",0.4932219982147217
What is the relationship between AI and humanity?,3,5t1vTLU7s40,"Yann Lecun: Meta AI, Open Source, Limits of LLMs, AGI &amp; the Future of AI | Lex Fridman Podcast 416",0.47353339195251465
What is the relationship between AI and humanity?,4,NNr6gPelJ3E,Roman Yampolskiy: Dangers of Superintelligent AI | Lex Fridman Podcast 431,0.4658131003379822
What is the relationship between AI and humanity?,5,_1f-o0nqpEI,"DeepSeek, China, OpenAI, NVIDIA, xAI, TSMC, Stargate, and AI Megaclusters | Lex Fridman Podcast 459",0.46390435099601746
What is the role of technology in society?,1,UbOjufRmpq4,Advice for beginner programmers,0.344055712223053
What is the role of technology in society?,2,tyrPMVMb-Uw,We exist inside the story that the brain tells itself (Joscha Bach) | AI Podcast Clips,0.30743515491485596
What is the role of technology in society?,3,ugvHCXCOmm4,"Dario Amodei: Anthropic CEO on Claude, AGI &amp; the Future of AI &amp; Humanity | Lex Fridman Podcast 452",0.29899537563323975
What is the role of technology in society?,4,jhKZIq3SlYE,David Sinclair: Extending the Human Lifespan Beyond 100 Years | Lex Fridman Podcast 189,0.291364848613739
What is the role of technology in society?,5,5t1vTLU7s40,"Yann Lecun: Meta AI, Open Source, Limits of LLMs, AGI &amp; the Future of AI | Lex Fridman Podcast 416",0.2880702614784241
What is scientific discovery?,1,J48bm21q8_A,Barry Barish: Gravitational Waves and the Most Precise Device Ever Built | Lex Fridman Podcast 213,0.3571509122848511
What is scientific discovery?,2,Osh0-J3T2nY,"Edward Frenkel: Reality is a Paradox - Mathematics, Physics, Truth &amp; Love | Lex Fridman Podcast 370",0.35081005096435547
What is scientific discovery?,3,DKyzcbNr8WE,John Hopfield: Physics View of the Mind and Neurobiology | Lex Fridman Podcast 76,0.31914469599723816
What is scientific discovery?,4,-tDQ74I3Ovs,Sara Walker: The Origin of Life on Earth and Alien Worlds | Lex Fridman Podcast 198,0.31000861525535583
What is scientific discovery?,5,nhGwJLXzHs8,"Brian Keating: Cosmology, Astrophysics, Aliens &amp; Losing the Nobel Prize | Lex Fridman Podcast 257",0.30901259183883667
What is the role of mathematics in AI?,1,cdiD-9MMpb0,"Andrej Karpathy: Tesla AI, Self-Driving, Optimus, Aliens, and AGI | Lex Fridman Podcast 333",0.47716277837753296
What is the role of mathematics in AI?,2,_1f-o0nqpEI,"DeepSeek, China, OpenAI, NVIDIA, xAI, TSMC, Stargate, and AI Megaclusters | Lex Fridman Podcast 459",0.4177165627479553
What is the role of mathematics in AI?,3,xoVibFYi1Gs,Language or Vision - What&39;s Harder? (Ilya Sutskever) | AI Podcast Clips,0.4035971164703369
What is the role of mathematics in AI?,4,YPe5OP7Clv4,Gilbert Strang: Singular Value Decomposition,0.40118709206581116
What is the role of mathematics in AI?,5,PdE-waSx-d8,"Stephen Wolfram: ChatGPT and the Nature of Truth, Reality &amp; Computation | Lex Fridman Podcast 376",0.40064042806625366
How do language models understand text?,1,MRcrJHxhWMY,Noam Chomsky: Deepest Property of Language,0.3739682734012604
How do language models understand text?,2,EV7WhVT270Q,"State of AI in 2026: LLMs, Coding, Scaling Laws, China, Agents, GPUs, AGI | Lex Fridman Podcast 490",0.27787673473358154
How do language models understand text?,3,xoVibFYi1Gs,Language or Vision - What&39;s Harder? (Ilya Sutskever) | AI Podcast Clips,0.2709142863750458
How do language models understand text?,4,-HzgcbRXUK8,"Demis Hassabis: Future of AI, Simulating Reality, Physics and Video Games | Lex Fridman Podcast 475",0.2590324282646179
How do language models understand text?,5,U5OD8MjYnOM,"Wojciech Zaremba: OpenAI Codex, GPT-3, Robotics, and the Future of AI | Lex Fridman Podcast 215",0.25200343132019043
What is the scaling law in AI?,1,_1f-o0nqpEI,"DeepSeek, China, OpenAI, NVIDIA, xAI, TSMC, Stargate, and AI Megaclusters | Lex Fridman Podcast 459",0.3840435743331909
What is the scaling law in AI?,2,wMavKrA-4do,Manolis Kellis: Evolution of Human Civilization and Superintelligent AI | Lex Fridman Podcast 373,0.36969050765037537
What is the scaling law in AI?,3,M95m2EFb7IQ,"Ray Dalio: Principles, the Economic Machine, AI &amp; the Arc of Life | Lex Fridman Podcast 54",0.3591676354408264
What is the scaling law in AI?,4,cdiD-9MMpb0,"Andrej Karpathy: Tesla AI, Self-Driving, Optimus, Aliens, and AGI | Lex Fridman Podcast 333",0.3588063716888428
What is the scaling law in AI?,5,1k37OcjH7BM,Andrew Ng: Advice on Getting Started in Deep Learning | AI Podcast Clips,0.34553736448287964
What are multimodal models?,1,oFtjKbXKqbg,"Pieter Levels: Programming, Viral AI Startups, and Digital Nomad Life | Lex Fridman Podcast 440",0.36914271116256714
What are multimodal models?,2,-HzgcbRXUK8,"Demis Hassabis: Future of AI, Simulating Reality, Physics and Video Games | Lex Fridman Podcast 475",0.3646495044231415
What are multimodal models?,3,Qp0rCU49lMs,Michael Levin: Hidden Reality of Alien Intelligence &amp; Biological Life | Lex Fridman Podcast 486,0.3528972268104553
What are multimodal models?,4,YDjOS0VHEr4,Neil Gershenfeld: Self-Replicating Robots and the Future of Fabrication | Lex Fridman Podcast 380,0.3211420178413391
What are multimodal models?,5,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.32022231817245483
How does ChatGPT work?,1,qjPH9njnaVU,"Pavel Durov: Telegram, Freedom, Censorship, Money, Power &amp; Human Nature | Lex Fridman Podcast 482",0.2522338330745697
How does ChatGPT work?,2,PdE-waSx-d8,"Stephen Wolfram: ChatGPT and the Nature of Truth, Reality &amp; Computation | Lex Fridman Podcast 376",0.2202417254447937
How does ChatGPT work?,3,L-RuvUkcyJI,"Michael Mina: Rapid Testing, Viruses, and the Engineering Mindset | Lex Fridman Podcast 146",0.1956605613231659
How does ChatGPT work?,4,b268x2kzefY,Lex Fridman tests Google XR glasses,0.19451037049293518
How does ChatGPT work?,5,tNZnLkRBYA8,"ThePrimeagen: Programming, AI, ADHD, Productivity, Addiction, and God | Lex Fridman Podcast 461",0.19437426328659058
What is emergent behavior in AI?,1,e77NkSjnyH4,"AlphaZero and Self Play (David Silver, DeepMind) | AI Podcast Clips",0.474196195602417
What is emergent behavior in AI?,2,1soLVufJWLU,Elon Musk: Perception vs Control - What&39;s Harder?,0.41099679470062256
